state,location,notices,workers,reason,kind,census_name,resolved_to,confidence,elsewhere,outcome,gate,note
WI,"Kenosha, Milwaukee, Shorewood, West Allis, Wauwatosa, Greendale, Mequon, West Bend, Brookfield, Waukesha, Oconomowoc, Menomonee Falls, Eau Claire, La Crosse",1,97,14 distinct places named,multiple,,,0.99,,staged,multiple,14 distinct places in WI
GA,Ellabell,1,96,no matching place,county,Bryan County,,0.7,,staged,below threshold 0.8,Ellabell is an unincorporated community in Bryan County
MD,"300 Clubhouse Lane, Hunt Valley, MD",1,96,no matching place,county,Baltimore County,,0.8,,staged,did not resolve,Hunt Valley is an unincorporated community in Baltimore County
MD,"3066 Perimeter Road, Andrews Air Force Base, MD",1,96,no matching place,county,Prince George's County,Prince George's County,0.9,,staged,county-level,Andrews Air Force Base is in Prince George's County
ND,"Ross & Watford City, ND",1,96,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Ross and Watford City
OR,Powell Butte,1,96,no matching place,place,Powell Butte,,0.95,,staged,did not resolve,CDP in Oregon
PA,Montgomery and Philadelphia,1,96,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct: Montgomery County and Philadelphia
VA,Arlington & Alexandria VA,1,95,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct: Arlington County and Alexandria
WA,"Bellevue, Seattle, Vancouver",1,95,3 distinct places named,multiple,,,0.99,,staged,multiple,"Three distinct places: Bellevue, Seattle, Vancouver"
MD,"10830 Guilford Road Suite 311 Annapolis Junction, MD 20701-1108",1,94,no matching place,place,Annapolis Junction,,0.95,,staged,did not resolve,CDP in Maryland
MD,"11333 McCormick Road, Hunt Valley, MD",2,94,no matching place,place,Hunt Valley,,0.95,,staged,did not resolve,CDP in Maryland
UT,"Nephi, Provo/Orem",1,94,3 distinct places named,multiple,,,0.99,,staged,multiple,"Names three distinct places: Nephi, Provo, Orem"
WA,"Vancouver, Tacoma",1,94,2 distinct places named,multiple,,,0.99,,staged,multiple,"Names two distinct places: Vancouver, Tacoma"
ID,Naples,1,93,no matching place,place,Naples,,0.95,,staged,did not resolve,Town in Idaho
IN,Crown Point and Munster,1,93,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Crown Point and Munster
MT,Missoula CTY,1,93,no matching place,county,Missoula County,Missoula County,0.99,,staged,county-level,Missoula County
VA,Grafton VA,1,93,no matching place,county,York County,York County,0.95,"IA,IL,MA,MN,ND,NE,NH,NY,OH,SD,VT,WI,WV",staged,county-level,CDP in York County
WI,"Beloit, Brown Deer, Monroe",1,93,2 distinct places named,multiple,,,0.99,,staged,multiple,"Three distinct places: Beloit, Brown Deer, Monroe"
GA,Haddock,1,92,no matching place,county,Jones County,Jones County,0.95,,staged,county-level,Unincorporated community in Jones County
MI,"Orion Township, Michigan",1,92,no matching place,place,Orion Township,,0.95,,staged,did not resolve,charter township in Michigan
MO,LucernePrincetonNewtown,1,92,no matching place,multiple,,,0.9,,staged,multiple,three concatenated place names
NC,Cherry Point,1,92,no matching place,county,Craven County,Craven County,0.9,,staged,county-level,Cherry Point military base in Craven County
OH,Westlake & Berea/Cuyahoga,1,92,2 distinct places named,multiple,,,0.95,,staged,multiple,Westlake and Berea
TX,Cypress,2,92,no matching place,county,Harris County,Harris County,0.95,"CA,IL,MO,ND",staged,county-level,"Cypress is an unincorporated community in Harris County, TX"
VA,Norfolk & Suffolk VA,1,92,2 distinct places named,multiple,,,0.95,,staged,multiple,Norfolk and Suffolk
WA,"Seattle, Tacoma, Yakima, Spokane, Richland",1,92,5 distinct places named,multiple,,,0.95,,staged,multiple,five cities
MA,"Needham Heights, Metro Southwest",1,91,no matching place,county,Norfolk County,,0.7,,staged,below threshold 0.8,"Needham Heights neighborhood in Needham, Norfolk County; Metro Southwest is region"
MD,"7005 Security Blvd., Woodlawn, MD",1,91,name matches more than one place,county,Baltimore County,,0.9,,staged,did not resolve,Woodlawn CDP in Baltimore County
MO,St. Louis (city)Springfield,1,91,2 distinct places named,multiple,,,0.95,,staged,multiple,St. Louis city and Springfield
NY,Bronx/Brooklyn/Jamaica/NY,1,91,no matching place,multiple,,,0.95,,staged,multiple,"Bronx, Brooklyn, and Jamaica are distinct neighborhoods or boroughs in New York City"
WA,"Bellevue & Kirkland, WA",1,91,2 distinct places named,multiple,,,0.95,,staged,multiple,Bellevue and Kirkland are separate cities in Washington
AZ,Waddell,1,90,no matching place,county,Maricopa County,Maricopa County,0.85,,staged,county-level,Waddell is an unincorporated community in Maricopa County
CA,Onizuka Air Station,1,90,no matching place,county,Santa Clara County,,0.7,,staged,below threshold 0.8,Onizuka Air Station is a military base in Santa Clara County
ID,Boise Chubbuck Idaho Falls,1,90,no matching place,multiple,,,0.95,,staged,multiple,"Boise, Chubbuck, and Idaho Falls are separate cities in Idaho"
MD,"1900 Landsdowne Road Halethorpe, MD 21227",1,90,no matching place,county,Baltimore County,,0.9,,staged,did not resolve,Halethorpe is a CDP in Baltimore County
MD,"7000 Arundel Mills Circle C-1 Hanover, MD 21076",1,90,no matching place,county,Anne Arundel County,Anne Arundel County,0.9,,staged,county-level,Hanover is a CDP in Anne Arundel County
NJ,TOMS RIVER/NEWARK,1,90,2 distinct places named,multiple,,,0.95,,staged,multiple,Toms River and Newark are separate cities in New Jersey
NY,McConnelsville,1,90,no matching place,county,Oswego County,Oswego County,0.8,OH,staged,county-level,Unincorporated hamlet in Oswego County
VA,"Fairfax, Herndon, Sterling, Chantilly VA",1,90,4 distinct places named,multiple,,,1.0,,staged,multiple,Four distinct places in Virginia
CO,Pikes Peak-Colo Springs,1,89,no matching place,multiple,,,0.95,,staged,multiple,Pikes Peak and Colorado Springs
CT,"Colchester, Milford, Northford, Ridgefield, Tolland, Monroe, Norwalk, Old Saybrook",1,89,5 distinct places named,multiple,,,1.0,,staged,multiple,8 distinct places in Connecticut
MI,"Detroit, Michigan and Grand Rapids, Michigan",1,89,2 distinct places named,multiple,,,1.0,,staged,multiple,Two distinct places in Michigan
NJ,"Paramus, Livingston, Ramsey",1,89,2 distinct places named,multiple,,,1.0,,staged,multiple,Three distinct places in New Jersey
NJ,VINELAND/MILLVILLE,1,89,2 distinct places named,multiple,,,1.0,,staged,multiple,Two distinct places in New Jersey
NY,Huntington Station/Garden City,1,89,2 distinct places named,multiple,,,1.0,,staged,multiple,Two distinct places in New York
OH,Jefferson/Ashtabula,1,89,2 distinct places named,multiple,,,0.99,,staged,multiple,names two counties: Jefferson and Ashtabula
LA,"Westwego, LA c/o 2200 West Loop South, Suite 800 Houston, TX 77027",1,88,"address is in TX, not LA",place,Westwego,,0.95,,staged,did not resolve,"primary location is Westwego, LA"
MI,"Flint, Roseville, Saginaw, Taylor, Counties: Genesee, Macomb, Saginaw, Wayne, Number Affected: 87",1,87,5 distinct places named,multiple,,,0.99,,staged,multiple,names multiple cities and counties
VA,Hayes VA,1,87,no matching place,county,Gloucester County,Gloucester County,0.95,"KS,LA,MI,MN,NE",staged,county-level,Hayes is a CDP in Gloucester County
CA,McClellan AFB,1,86,no matching place,county,Sacramento County,Sacramento County,0.98,,staged,county-level,McClellan AFB is in Sacramento County
NY,West Henrietta,1,86,no matching place,county,Monroe County,Monroe County,0.95,,staged,county-level,West Henrietta is a CDP in Monroe County
VA,DCA-Arlington VA,1,86,no matching place,county,Arlington County,Arlington County,0.96,,staged,county-level,DCA airport is in Arlington County
VA,"Virginia Beach, Newport News & Norfolk VA",1,86,3 distinct places named,multiple,,,0.99,,staged,multiple,Three distinct cities in VA
AZ,8 - Santa Cruz County One Stop Career Center,1,85,no matching place,county,Santa Cruz County,Santa Cruz County,0.99,KS,staged,county-level,"Santa Cruz County, AZ"
MO,CottlevilleGarden CityLawsonLexingtonOzarkPeculiarRollaSpringfieldWaverlyWentzville,1,85,no matching place,multiple,,,0.99,,staged,multiple,10 distinct places named
VA,"Alexandria, Ashburn, Burke, Fair Oaks, Falls Church, Haymarket, Manassas, McLean, Reston VA",1,85,9 distinct places named,multiple,,,0.99,,staged,multiple,9 distinct places named
WA,Marysville and Newport,1,85,2 distinct places named,multiple,,,0.99,,staged,multiple,2 distinct places named
MN,Bloominton Minneapolis,1,84,no matching place,multiple,,,0.99,,staged,multiple,Two places: Bloomington and Minneapolis
WA,Seattle & Bellevue,1,84,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Seattle and Bellevue
CT,"Stamford & Houston, TX",1,84,"address is in TX, not CT",multiple,,,0.99,,staged,multiple,"Names Stamford, CT and Houston, TX"
MD,"10000 Franklin Square Drive Suite 300 Nottingham, MD 21236",1,83,no matching place,county,Baltimore County,,0.95,,staged,did not resolve,"Nottingham is an unincorporated community in Baltimore County, MD"
NY,Purchase,1,83,no matching place,county,Westchester County,Westchester County,0.9,,staged,county-level,"Purchase is a hamlet/CDP in Westchester County, NY"
WA,"Vancouver, Tacoma, Poulsbo",1,83,3 distinct places named,multiple,,,0.99,,staged,multiple,"Three distinct places: Vancouver, Tacoma, Poulsbo"
NJ,LANDISVILLE,1,82,no matching place,county,Atlantic County,Atlantic County,0.95,PA,staged,county-level,Landisville is an unincorporated community in Atlantic County
OR,EUGENE AND BEAVERTON,1,82,no matching place,multiple,,,0.99,,staged,multiple,Two distinct places: Eugene and Beaverton
SC,"Columbia,Greenville, NorthCharleston",1,82,2 distinct places named,multiple,,,0.99,,staged,multiple,"Three distinct places: Columbia, Greenville, and North Charleston"
WA,Toutle,2,82,no matching place,county,Cowlitz County,Cowlitz County,0.95,,staged,county-level,Toutle is an unincorporated community in Cowlitz County
ID,Buhl Buhl Buhl Wendell,1,81,no matching place,multiple,"Buhl, Wendell",,0.98,,staged,multiple,Repeated Buhl and Wendell are two distinct places in Idaho
NY,Waterloo/Penn Yan/Seneca Falls,1,81,3 distinct places named,multiple,"Waterloo, Penn Yan, Seneca Falls",,0.99,,staged,multiple,Three distinct places in New York
MA,"Acton, Gardner, Athol, Leominster, Worcester",1,80,3 distinct places named,multiple,,,0.99,,staged,multiple,Five distinct Massachusetts places
OH,Glenwillow/Solon/Cuyahoga,1,80,2 distinct places named,multiple,,,0.99,,staged,multiple,"Three distinct places named: Glenwillow, Solon, Cuyahoga"
OH,Langsville,1,80,no matching place,county,Meigs County,Meigs County,0.9,,staged,county-level,"Unincorporated community in Meigs County, Ohio"
OR,Bend/Prineville/Redmond,1,80,3 distinct places named,multiple,,,0.99,,staged,multiple,"Three distinct places named: Bend, Prineville, Redmond"
TN,Davidson and Knox County,1,80,no matching place,multiple,,,0.99,,staged,multiple,Two counties named: Davidson County and Knox County
VA,Annadale VA,1,80,no matching place,county,Fairfax County,,0.95,,staged,did not resolve,"Misspelling of Annandale, an unincorporated community in Fairfax County, VA"
VA,Dulles International Airport VA,1,80,no matching place,county,Loudoun County,Loudoun County,0.9,,staged,county-level,"Dulles International Airport is located in unincorporated area of Loudoun County, VA"
WA,Randle,1,80,no matching place,county,Lewis County,Lewis County,0.9,,staged,county-level,"Randle is an unincorporated community in Lewis County, WA"
NC,Camp Lejeune,1,79,no matching place,county,Onslow County,Onslow County,0.98,,staged,county-level,Military base not in an incorporated place
CT,"Shelton, Danbury, Wethersfield",3,78,3 distinct places named,multiple,,,0.99,,staged,multiple,"Three distinct places: Shelton, Danbury, Wethersfield"
MD,"825 Dulaney Valley Road Towson, Maryland 21204",1,78,2 distinct places named,county,Baltimore County,Maryland City CDP,0.95,,staged,county-level,Towson is an unincorporated community
MT,"Dawson, Fallon, Prairie and Wibaux",1,78,2 distinct places named,multiple,,,1.0,,staged,multiple,"Dawson County, Fallon County, Prairie County, Wibaux County"
VA,Richmond & Sandston VA,1,78,2 distinct places named,multiple,,,1.0,,staged,multiple,Richmond city and Sandston CDP in Virginia
CA,BANTA,5,77,no matching place,county,San Joaquin County,San Joaquin County,0.8,,staged,county-level,"Banta is an unincorporated community in San Joaquin County, CA"
CA,Cucamonga,1,77,no matching place,county,San Bernardino County,,0.7,,staged,below threshold 0.8,"Cucamonga is a neighborhood within Rancho Cucamonga, in San Bernardino County"
MD,"10745 DeMarr Road, White Plains, MD 20695",1,77,no matching place,county,Charles County,Charles County,0.8,"AL,GA,KY,NC,NY",staged,county-level,"White Plains is a CDP in Charles County, MD"
NJ,"Princeton, Ledgewood, Middletown Township",1,77,2 distinct places named,multiple,,,1.0,,staged,multiple,"Princeton borough, Ledgewood CDP, Middletown Township"
MD,"7020 Dorsey Road Suite C Hanover, MD 21076",1,76,no matching place,place,Hanover,,0.99,,staged,did not resolve,"Address includes Hanover, MD"
NV,"LV, NLV, He, Sp, El, Cl, Wa, El",1,76,no matching place,multiple,,,0.99,,staged,multiple,Abbreviations for multiple cities in NV
IN,"Muncie, Bloomington, Chandler and Indianapolis",1,75,4 distinct places named,multiple,,,1.0,,staged,multiple,"Four distinct places named: Muncie, Bloomington, Chandler, Indianapolis"
MD,"7442 Shipley Avenue, Harmans MD",1,75,no matching place,county,Anne Arundel County,Anne Arundel County,0.95,,staged,county-level,"Harmans is an unincorporated community in Anne Arundel County, MD"
MI,New Boston,1,75,no matching place,place,New Boston,,1.0,,staged,did not resolve,New Boston is a village in Michigan
NJ,Bayville,1,75,no matching place,county,Ocean County,Ocean County,0.95,NY,staged,county-level,Bayville is an unincorporated community in Ocean County
WA,Everett and Renton,1,75,2 distinct places named,multiple,,,1.0,,staged,multiple,"Everett and Renton, WA"
WA,North Creek & Fairview,1,75,no matching place,multiple,,,0.9,,staged,multiple,"North Creek and Fairview, WA"
WI,"Green Bay, Manitowoc, Oconto, Shawano",1,75,4 distinct places named,multiple,,,1.0,,staged,multiple,"Green Bay, Manitowoc, Oconto, Shawano"
WI,"Menomonie, Neenah, Rice Lake, Pulaski, Brodhead, Lake Geneva, Appleton, Marinette, Forest Junction, Menasha, Chippewa Falls, Mosinee, Kewaunee, Onalaska, Lake Mills, Rice Lake, Lannon, Beaver Dam, Eden, Fond du Lac, Waupaca, Wisconsin Rapids, Markesan, Janesville, Fennimore, Fort Atkinson, Portage, Marquette, Plover, Reeseville, Amery, Kenosha, East Troy, Sullivan, Beloit, Oak Creek, Spencer",1,75,36 distinct places named,multiple,,,1.0,,staged,multiple,36 distinct places listed
FL,CLEAR WATER BEACH,1,74,no matching place,county,Pinellas County,Pinellas County,0.95,,staged,county-level,Clearwater Beach is in Pinellas County
MA,"Sturbridge, Webster & Worcester",1,74,2 distinct places named,multiple,,,1.0,,staged,multiple,"Sturbridge, Webster, and Worcester, MA"
MD,"11333 McCormick Road Hunt Valley, MD 21031",1,74,no matching place,county,Baltimore County,,0.95,,staged,did not resolve,Hunt Valley is in Baltimore County
MI,"Bingham Farms, Bloomfield Hills, and Northville, Counties: Oakland and Wayne, Number Affected: 74",1,74,3 distinct places named,multiple,,,1.0,,staged,multiple,"Bingham Farms, Bloomfield Hills, and Northville"
VA,Milford VA,1,74,no matching place,place,Milford,,0.99,,staged,did not resolve,Milford is a town in Virginia
CA,March Air Reserve Base,1,73,no matching place,county,Riverside County,Riverside County,0.95,,staged,county-level,March Air Reserve Base is a military installation in Riverside County
MA,"East Freetown, Southeast",1,73,no matching place,place,East Freetown,,0.8,,staged,did not resolve,East Freetown is a CDP in Massachusetts; 'Southeast' may be a descriptor
MD,"12620 Crain Highway Newburg, MD 20664",1,73,no matching place,county,Charles County,Charles County,0.9,"IL,MN,MO,ND,PA,WI,WV",staged,county-level,Newburg is an unincorporated community in Charles County
MD,"235 Schilling Circle Suite 108 Hunt Valley, MD 21031",1,73,no matching place,county,Baltimore County,,0.95,,staged,did not resolve,Hunt Valley is an unincorporated community in Baltimore County
VA,Rosslyn VA,1,73,no matching place,county,Arlington County,Arlington County,0.95,,staged,county-level,Rosslyn is a neighborhood in Arlington County
WA,Renton and Mukilteo,1,73,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Renton and Mukilteo
NY,Getzville,1,72,no matching place,county,Erie County,Erie County,0.9,,staged,county-level,Getzville is an unincorporated community in Erie County
UT,Kearns,1,72,no matching place,county,Salt Lake County,Salt Lake County,0.9,,staged,county-level,Kearns is an unincorporated community in Salt Lake County
VA,Newport News & Portsmouth VA,2,72,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Newport News and Portsmouth
KS,Cleveland,1,71,no matching place,place,Cleveland,,0.95,,staged,did not resolve,City in Kansas
KY,McCraken,2,71,no matching place,county,McCracken County,McCracken County,0.8,,staged,county-level,Likely misspelling of McCracken County
MD,"1110 Old Elkridge Landing Rd Linthicum Heights, MD 21090",1,71,no matching place,place,Linthicum Heights,,0.95,,staged,did not resolve,Census-designated place in Maryland
CA,Jolon,1,70,no matching place,county,Monterey County,Monterey County,0.9,,staged,county-level,Jolon is an unincorporated community in Monterey County
CA,TOLLHOUSE,1,70,no matching place,county,Fresno County,Fresno County,0.9,,staged,county-level,Tollhouse is an unincorporated community in Fresno County
IN,"Lafayette, Avon, Terre Haute, Evansville, and Vincennes",1,70,5 distinct places named,multiple,,,0.99,,staged,multiple,Five distinct places listed
MA,"Northampton, Pittsfield & West Springfield, MA, Western",1,70,3 distinct places named,multiple,,,0.99,,staged,multiple,Three distinct places listed
MD,"4805 Philadelphia Road Belcamp, MD 21014",1,70,no matching place,county,Harford County,Harford County,0.8,,staged,county-level,Belcamp is an unincorporated community in Harford County
MD,"5001 Washington Blvd. Halethorpe, MD 21227",1,70,no matching place,county,Baltimore County,,0.8,,staged,did not resolve,Halethorpe is an unincorporated community in Baltimore County
NY,"Hastings on Hudson, Plattekill",1,70,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Hastings on Hudson and Plattekill
OH,Worthington/Columbus,1,70,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Worthington and Columbus
VA,Raphine VA,1,70,no matching place,county,Rockbridge County,Rockbridge County,0.9,,staged,county-level,Raphine is an unincorporated community in Rockbridge County
WI,Fort McCoy,1,70,no matching place,county,Monroe County,Monroe County,0.98,,staged,county-level,Fort McCoy is a military base in Monroe County
IN,"Highland, Merrillville, Michigan City, Portage, Valparaiso, Elkhart, Goshen, Mishawaka, South Bend, Warsaw, Angola, Fort Wayne, Kokomo, Lafayette, Greenwood, Noblesville, Plainfield, Muncie, Richmond, Terre Haute, Jasper, Vincennes, Marion",1,69,23 distinct places named,multiple,,,0.99,,staged,multiple,23 distinct places listed
ID,Post Falls Bonners Ferry,1,68,no matching place,multiple,"Post Falls, Bonners Ferry",,0.98,,staged,multiple,Two Idaho cities
MD,"118 Shawan Road, Hunt Valley, MD",1,68,no matching place,place,Hunt Valley,,0.95,,staged,did not resolve,"Address in Hunt Valley, MD"
MD,"130 Shawan Road Hunt Valley, MD 21031",1,68,no matching place,place,Hunt Valley,,0.95,,staged,did not resolve,"Address in Hunt Valley, MD"
NY,Ashville,1,68,no matching place,place,Ashville,,0.9,,staged,did not resolve,"Village in Chautauqua County, NY"
NY,Ronkonkoma/Carle Place,1,68,2 distinct places named,multiple,"Ronkonkoma, Carle Place",,0.98,,staged,multiple,Two NY hamlets
NY,Yonkers/West Nyack,1,68,2 distinct places named,multiple,"Yonkers, West Nyack",,0.98,,staged,multiple,Two NY places
VA,"Arlington, Fairfax, Newport News, Richmond VA",1,68,4 distinct places named,multiple,"Arlington, Fairfax, Newport News, Richmond",,0.98,,staged,multiple,Four Virginia cities/counties
GA,Nahutta,1,66,no matching place,place,Nahunta,,0.7,,staged,below threshold 0.8,"Possible typo for Nahunta, GA"
IN,"Boonville, Evansville",1,66,2 distinct places named,multiple,"Boonville, Evansville",,1.0,,staged,multiple,
MD,"134 Shawan Road Hunt Valley, MD 21030",1,66,no matching place,county,Baltimore County,,0.9,,staged,did not resolve,Hunt Valley is an unincorporated community in Baltimore County
MD,"940 Ridgebrook Road Sparks, MD 21152",1,66,no matching place,county,Baltimore County,,0.9,,staged,did not resolve,Sparks is an unincorporated community in Baltimore County
MI,"Detroit, Michigan and Highland Park, Michigan",1,66,2 distinct places named,multiple,"Detroit, Highland Park",,1.0,,staged,multiple,
NY,Bronx/Brooklyn/NY/Astoria/Elmhurst/Flushing,1,66,no matching place,multiple,"Bronx, Brooklyn, Astoria, Elmhurst, Flushing",,1.0,,staged,multiple,
VA,Fort Belvoir (Fairfax County) VA,1,66,2 distinct places named,county,Fairfax County,,1.0,,staged,did not resolve,Fort Belvoir is a military base in Fairfax County
WI,"Franklin, Sturtevant, Milwaukee",1,66,2 distinct places named,multiple,"Franklin, Sturtevant, Milwaukee",,1.0,,staged,multiple,
IN,Noblesville & Westfield,1,65,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Noblesville and Westfield
LA,"415 Davis Avenue Barksdale AFB, LA 71110",1,65,no matching place,county,Bossier Parish,Bossier Parish,0.9,,staged,county-level,Barksdale AFB is an unincorporated military base in Bossier Parish
NC,Fort Bragg,1,65,no matching place,county,Cumberland County,Cumberland County,0.95,CA,staged,county-level,Fort Bragg is a military base in Cumberland County
NJ,FT. MONMOUTH,1,65,no matching place,county,Monmouth County,Monmouth County,0.95,,staged,county-level,Fort Monmouth is a former military base in Monmouth County
NY,Cattaragus,1,65,no matching place,county,Cattaraugus County,,0.7,,staged,below threshold 0.8,likely a misspelling of Cattaraugus County
WA,"Seattle, Centralia",1,65,2 distinct places named,multiple,,,0.99,,staged,multiple,two distinct places: Seattle and Centralia
WA,Smokey Point,1,65,no matching place,county,Snohomish County,Snohomish County,0.8,,staged,county-level,Smokey Point is an unincorporated community in Snohomish County
AK,Shemya Island,1,64,no matching place,county,Aleutians West Census Area,,0.7,,staged,below threshold 0.8,Shemya Island is within Aleutians West Census Area
AL,Quinton,1,64,no matching place,place,Quinton,,0.9,,staged,did not resolve,Quinton is a Census-designated place in Alabama
TN,"Davidson, Sumner, Williamson, and Wilson County",1,64,no matching place,multiple,,,0.99,,staged,multiple,"four Tennessee counties: Davidson, Sumner, Williamson, Wilson"
VA,Doswell VA,2,64,no matching place,county,Hanover County,Hanover County,0.8,,staged,county-level,Doswell is an unincorporated community in Hanover County
VA,Fairfax Coner VA,1,64,no matching place,county,Fairfax County,,0.6,,staged,did not resolve,likely refers to Fairfax County or Fairfax Corner area
AZ,Luke AFB,1,63,no matching place,county,Maricopa County,Maricopa County,0.9,,staged,county-level,Luke AFB is a military base within Maricopa County
CA,CAMP PENDLETON,4,63,no matching place,county,San Diego County,San Diego County,0.95,,staged,county-level,Camp Pendleton is a Marine Corps base in San Diego County
CT,"915 Lafayette Blvd, Bridgeport CT / 450 Main St, Hartford CT / 157 Church St, 18th Floor, New Haven CT / 157 Main st, 22nd Floor, New Haven CT / 141 Church St, New Haven CT",1,63,3 distinct places named,multiple,,,1.0,,staged,multiple,"Multiple addresses in Bridgeport, Hartford, and New Haven"
CT,"Bridgeport, Hartford, New Haven",1,63,3 distinct places named,multiple,,,1.0,,staged,multiple,"Bridgeport, Hartford, New Haven are distinct cities"
MD,"21200 Martinsburg Road Dickerson, MD 20842",1,63,no matching place,county,Montgomery County,Montgomery County,0.9,FL,staged,county-level,"Dickerson is an unincorporated community in Montgomery County, MD"
OH,Blacklick,1,63,no matching place,county,Franklin County,Franklin County,0.8,PA,staged,county-level,"Blacklick is an unincorporated community in Franklin County, OH"
CO,"Arapahoe, Denver, El Paso",1,62,2 distinct places named,multiple,,,0.95,,staged,multiple,"Names three counties: Arapahoe, Denver, and El Paso in Colorado"
GA,Black Creek,1,62,no matching place,county,Bryan County,,0.7,,staged,below threshold 0.8,"Black Creek is an unincorporated community likely in Bryan County, GA"
MI,"New Hudson, Michigan",1,62,no matching place,place,New Hudson,,0.8,,staged,did not resolve,New Hudson is a CDP in Michigan
NJ,"Pennington, Jersey City, Woodland Park",1,62,3 distinct places named,multiple,,,1.0,,staged,multiple,"Three distinct places: Pennington, Jersey City, Woodland Park"
OH,Waterford (Beverly)/Washington,1,62,2 distinct places named,multiple,,,1.0,,staged,multiple,"Two or three places: Waterford, Beverly, Washington"
IN,"Michigan City, Dyer, Crown Point, Munster, Lafayette, Beech Grove, Indianapolis",1,61,7 distinct places named,multiple,,,1.0,,staged,multiple,Seven distinct places listed
MD,"7021 Dorsey Road Hanover, MD 21076",1,61,no matching place,place,Hanover,,0.95,,staged,did not resolve,"Address includes Hanover, MD"
NJ,"Company Location: Lancaster, PA Affected Employees: Monmouth County, NJ",1,61,no matching place,county,Monmouth County,Monmouth County,0.95,,staged,county-level,"Affected employees in Monmouth County, NJ; Lancaster, PA ignored"
NY,Mohegan Lake,2,61,no matching place,place,Mohegan Lake,,0.6,,staged,did not resolve,"Mohegan Lake is a census-designated place, not incorporated, but commonly recognized."
OH,Patterson AFB,1,61,no matching place,county,Greene County,Greene County,0.8,,staged,county-level,Patterson AFB is part of Wright-Patterson AFB in Greene County.
WI,"Madison, Brookfield",1,61,2 distinct places named,multiple,"Madison, Brookfield",,0.99,,staged,multiple,Two distinct cities in Wisconsin.
GA,"1131 Chapel Crossing Rd, Glynco, Georgia",1,60,no matching place,county,Glynn County,Glynn County,0.8,"SD,VT",staged,county-level,Glynco is an unincorporated community in Glynn County.
IL,"PO Box 348 300 N. Haag Street Breeze, IL 62230",1,60,no matching place,place,Breese,,0.7,,staged,below threshold 0.8,"Likely typo for Breese, IL based on zip code."
LA,"7720 California Avenue Ft. Polk, LA 71459",1,60,no matching place,county,Vernon Parish,Vernon Parish,0.9,,staged,county-level,"Fort Polk is in Vernon Parish, Louisiana."
MI,"Ann Arbor, Michigan and Dexter, Michigan",1,60,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Ann Arbor and Dexter
OH,Garfield Heights/Cleveland,1,60,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Garfield Heights and Cleveland
VA,Jetersville VA,1,60,no matching place,county,Amelia County,Amelia County,0.8,,staged,county-level,"Jetersville is an unincorporated community in Amelia County, VA"
WI,Brokaw,1,60,no matching place,place,Brokaw,,0.95,,staged,did not resolve,"Brokaw is a village in Marathon County, WI."
WI,"Nekoosa and Scandinavia, WI",1,60,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Nekoosa and Scandinavia
LA,"2137 Bayou Blue Road Houma, LA c/o HR- Gulf of Mexico 17021 Aldine Westfield Houston, TX 77073",1,60,"address is in TX, not LA",multiple,,,0.99,,staged,multiple,"Names Houma, LA and Houston, TX"
VA,Suffolk & Virginia Beach VA,1,59,2 distinct places named,multiple,"Suffolk, Virginia Beach",,0.99,,staged,multiple,Two distinct cities.
CA,Canyon Country,3,58,no matching place,county,Los Angeles County,Los Angeles County,0.85,,staged,county-level,"Canyon Country is a neighborhood in Santa Clarita, within Los Angeles County"
GA,Fort Gillem,1,58,no matching place,county,Clayton County,Clayton County,0.9,,staged,county-level,Military base in Clayton County.
NJ,"Bergen, Morris, Camden, Monmouth, Somerset",1,58,2 distinct places named,multiple,"Bergen, Morris, Camden, Monmouth, Somerset",,0.99,,staged,multiple,Five New Jersey counties.
NJ,Lawrence Township,1,58,no matching place,place,Lawrence Township,,0.95,,staged,did not resolve,Valid New Jersey township
VA,"Arlington, Alexandria & Chantilly VA",2,58,3 distinct places named,multiple,,,0.99,,staged,multiple,Three distinct places named
VA,Virignai Beach VA,1,58,no matching place,place,Virginia Beach,,0.7,,staged,below threshold 0.8,Likely misspelling of Virginia Beach
WI,Steven Point,1,58,no matching place,place,Stevens Point,,0.7,,staged,below threshold 0.8,Likely misspelling of Stevens Point
MD,"245 Shawan Road Hunt Valley, MD 21031",1,57,no matching place,place,Hunt Valley,,0.95,,staged,did not resolve,Census-designated place in Maryland
NY,Pattersonville,2,57,no matching place,place,Pattersonville,,0.7,,staged,did not resolve,"Hamlet in New York, may not be incorporated"
OH,Farmdale,1,57,no matching place,county,Trumbull County,,0.7,,staged,below threshold 0.8,"Unincorporated community in Trumbull County, Ohio"
